id,number,name,name_zh_cn,name_zh_tw,name_ja,form,type1,type2,generation,generationGames,goAttack,goDefense,goStamina,goStatsSource,categories,search
187,0187,Hoppip,毽子草,毽子草,ハネッコ,,grass,flying,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,187 Hoppip 毽子草 毽子草 ハネッコ Grass Flying 2 金/银/水晶 (Gold/Silver/Crystal)
188,0188,Skiploom,毽子花,毽子花,ポポッコ,,grass,flying,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,188 Skiploom 毽子花 毽子花 ポポッコ Grass Flying 2 金/银/水晶 (Gold/Silver/Crystal)
189,0189,Jumpluff,毽子棉,毽子棉,ワタッコ,,grass,flying,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,189 Jumpluff 毽子棉 毽子棉 ワタッコ Grass Flying 2 金/银/水晶 (Gold/Silver/Crystal)
190,0190,Aipom,长尾挖掘机,長尾怪手,エイパム,,normal,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,190 Aipom 长尾挖掘机 長尾怪手 エイパム Normal 2 金/银/水晶 (Gold/Silver/Crystal)
191,0191,Sunkern,向日种子,向日種子,ヒマナッツ,,grass,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,191 Sunkern 向日种子 向日種子 ヒマナッツ Grass 2 金/银/水晶 (Gold/Silver/Crystal)
192,0192,Sunflora,向日花怪,向日花怪,キマワリ,,grass,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,192 Sunflora 向日花怪 向日花怪 キマワリ Grass 2 金/银/水晶 (Gold/Silver/Crystal)
193,0193,Yanma,蜻蜻蜓,蜻蜻蜓,ヤンヤンマ,,bug,flying,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,193 Yanma 蜻蜻蜓 蜻蜻蜓 ヤンヤンマ Bug Flying 2 金/银/水晶 (Gold/Silver/Crystal)
194,0194,Wooper,乌波,烏波,ウパー,,water,ground,2,金/银/水晶 (Gold/Silver/Crystal),,,,,form_change,194 Wooper 乌波 烏波 ウパー Water Ground 2 金/银/水晶 (Gold/Silver/Crystal) form_change
194,0194,Wooper,乌波,烏波,ウパー,Paldean Wooper,poison,ground,2,金/银/水晶 (Gold/Silver/Crystal),,,,,form_change,194 Wooper Paldean Wooper 乌波 烏波 ウパー Poison Ground 2 金/银/水晶 (Gold/Silver/Crystal) form_change
195,0195,Quagsire,沼王,沼王,ヌオー,,water,ground,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,195 Quagsire 沼王 沼王 ヌオー Water Ground 2 金/银/水晶 (Gold/Silver/Crystal)
196,0196,Espeon,太阳伊布,太陽伊布,エーフィ,,psychic,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,196 Espeon 太阳伊布 太陽伊布 エーフィ Psychic 2 金/银/水晶 (Gold/Silver/Crystal)
197,0197,Umbreon,月亮伊布,月亮伊布,ブラッキー,,dark,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,197 Umbreon 月亮伊布 月亮伊布 ブラッキー Dark 2 金/银/水晶 (Gold/Silver/Crystal)
198,0198,Murkrow,黑暗鸦,黑暗鴉,ヤミカラス,,dark,flying,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,198 Murkrow 黑暗鸦 黑暗鴉 ヤミカラス Dark Flying 2 金/银/水晶 (Gold/Silver/Crystal)
199,0199,Slowking,呆呆王,呆呆王,ヤドキング,,water,psychic,2,金/银/水晶 (Gold/Silver/Crystal),,,,,form_change,199 Slowking 呆呆王 呆呆王 ヤドキング Water Psychic 2 金/银/水晶 (Gold/Silver/Crystal) form_change
199,0199,Slowking,呆呆王,呆呆王,ヤドキング,Galarian Slowking,poison,psychic,2,金/银/水晶 (Gold/Silver/Crystal),,,,,form_change,199 Slowking Galarian Slowking 呆呆王 呆呆王 ヤドキング Poison Psychic 2 金/银/水晶 (Gold/Silver/Crystal) form_change
200,0200,Misdreavus,梦妖,夢妖,ムウマ,,ghost,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,200 Misdreavus 梦妖 夢妖 ムウマ Ghost 2 金/银/水晶 (Gold/Silver/Crystal)
201,0201,Unown,未知图腾,未知圖騰,アンノーン,,psychic,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,201 Unown 未知图腾 未知圖騰 アンノーン Psychic 2 金/银/水晶 (Gold/Silver/Crystal)
202,0202,Wobbuffet,果然翁,果然翁,ソーナンス,,psychic,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,202 Wobbuffet 果然翁 果然翁 ソーナンス Psychic 2 金/银/水晶 (Gold/Silver/Crystal)
203,0203,Girafarig,麒麟奇,麒麟奇,キリンリキ,,normal,psychic,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,203 Girafarig 麒麟奇 麒麟奇 キリンリキ Normal Psychic 2 金/银/水晶 (Gold/Silver/Crystal)
204,0204,Pineco,榛果球,榛果球,クヌギダマ,,bug,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,204 Pineco 榛果球 榛果球 クヌギダマ Bug 2 金/银/水晶 (Gold/Silver/Crystal)
205,0205,Forretress,佛烈托斯,佛烈托斯,フォレトス,,bug,steel,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,205 Forretress 佛烈托斯 佛烈托斯 フォレトス Bug Steel 2 金/银/水晶 (Gold/Silver/Crystal)
206,0206,Dunsparce,土龙弟弟,土龍弟弟,ノコッチ,,normal,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,206 Dunsparce 土龙弟弟 土龍弟弟 ノコッチ Normal 2 金/银/水晶 (Gold/Silver/Crystal)
207,0207,Gligar,天蝎,天蠍,グライガー,,ground,flying,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,207 Gligar 天蝎 天蠍 グライガー Ground Flying 2 金/银/水晶 (Gold/Silver/Crystal)
208,0208,Steelix,大钢蛇,大鋼蛇,ハガネール,,steel,ground,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mega|form_change,208 Steelix 大钢蛇 大鋼蛇 ハガネール Steel Ground 2 金/银/水晶 (Gold/Silver/Crystal) mega form_change
208,0208,Steelix,大钢蛇,大鋼蛇,ハガネール,Mega Steelix,steel,ground,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mega|form_change,208 Steelix Mega Steelix 大钢蛇 大鋼蛇 ハガネール Steel Ground 2 金/银/水晶 (Gold/Silver/Crystal) mega form_change
209,0209,Snubbull,布鲁,布魯,ブルー,,fairy,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,209 Snubbull 布鲁 布魯 ブルー Fairy 2 金/银/水晶 (Gold/Silver/Crystal)
210,0210,Granbull,布鲁皇,布魯皇,グランブル,,fairy,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,210 Granbull 布鲁皇 布魯皇 グランブル Fairy 2 金/银/水晶 (Gold/Silver/Crystal)
211,0211,Qwilfish,千针鱼,千針魚,ハリーセン,,water,poison,2,金/银/水晶 (Gold/Silver/Crystal),,,,,form_change,211 Qwilfish 千针鱼 千針魚 ハリーセン Water Poison 2 金/银/水晶 (Gold/Silver/Crystal) form_change
211,0211,Qwilfish,千针鱼,千針魚,ハリーセン,Hisuian Qwilfish,dark,poison,2,金/银/水晶 (Gold/Silver/Crystal),,,,,form_change,211 Qwilfish Hisuian Qwilfish 千针鱼 千針魚 ハリーセン Dark Poison 2 金/银/水晶 (Gold/Silver/Crystal) form_change
212,0212,Scizor,巨钳螳螂,巨鉗螳螂,ハッサム,,bug,steel,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mega|form_change,212 Scizor 巨钳螳螂 巨鉗螳螂 ハッサム Bug Steel 2 金/银/水晶 (Gold/Silver/Crystal) mega form_change
212,0212,Scizor,巨钳螳螂,巨鉗螳螂,ハッサム,Mega Scizor,bug,steel,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mega|form_change,212 Scizor Mega Scizor 巨钳螳螂 巨鉗螳螂 ハッサム Bug Steel 2 金/银/水晶 (Gold/Silver/Crystal) mega form_change
213,0213,Shuckle,壶壶,壺壺,ツボツボ,,bug,rock,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,213 Shuckle 壶壶 壺壺 ツボツボ Bug Rock 2 金/银/水晶 (Gold/Silver/Crystal)
214,0214,Heracross,赫拉克罗斯,赫拉克羅斯,ヘラクロス,,bug,fighting,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mega|form_change,214 Heracross 赫拉克罗斯 赫拉克羅斯 ヘラクロス Bug Fighting 2 金/银/水晶 (Gold/Silver/Crystal) mega form_change
214,0214,Heracross,赫拉克罗斯,赫拉克羅斯,ヘラクロス,Mega Heracross,bug,fighting,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mega|form_change,214 Heracross Mega Heracross 赫拉克罗斯 赫拉克羅斯 ヘラクロス Bug Fighting 2 金/银/水晶 (Gold/Silver/Crystal) mega form_change
215,0215,Sneasel,狃拉,狃拉,ニューラ,,dark,ice,2,金/银/水晶 (Gold/Silver/Crystal),,,,,form_change,215 Sneasel 狃拉 狃拉 ニューラ Dark Ice 2 金/银/水晶 (Gold/Silver/Crystal) form_change
215,0215,Sneasel,狃拉,狃拉,ニューラ,Hisuian Sneasel,fighting,poison,2,金/银/水晶 (Gold/Silver/Crystal),,,,,form_change,215 Sneasel Hisuian Sneasel 狃拉 狃拉 ニューラ Fighting Poison 2 金/银/水晶 (Gold/Silver/Crystal) form_change
216,0216,Teddiursa,熊宝宝,熊寶寶,ヒメグマ,,normal,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,216 Teddiursa 熊宝宝 熊寶寶 ヒメグマ Normal 2 金/银/水晶 (Gold/Silver/Crystal)
217,0217,Ursaring,圈圈熊,圈圈熊,リングマ,,normal,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,217 Ursaring 圈圈熊 圈圈熊 リングマ Normal 2 金/银/水晶 (Gold/Silver/Crystal)
218,0218,Slugma,熔岩虫,熔岩蟲,マグマッグ,,fire,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,218 Slugma 熔岩虫 熔岩蟲 マグマッグ Fire 2 金/银/水晶 (Gold/Silver/Crystal)
219,0219,Magcargo,熔岩蜗牛,熔岩蝸牛,マグカルゴ,,fire,rock,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,219 Magcargo 熔岩蜗牛 熔岩蝸牛 マグカルゴ Fire Rock 2 金/银/水晶 (Gold/Silver/Crystal)
220,0220,Swinub,小山猪,小山豬,ウリムー,,ice,ground,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,220 Swinub 小山猪 小山豬 ウリムー Ice Ground 2 金/银/水晶 (Gold/Silver/Crystal)
221,0221,Piloswine,长毛猪,長毛豬,イノムー,,ice,ground,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,221 Piloswine 长毛猪 長毛豬 イノムー Ice Ground 2 金/银/水晶 (Gold/Silver/Crystal)
222,0222,Corsola,太阳珊瑚,太陽珊瑚,サニーゴ,,water,rock,2,金/银/水晶 (Gold/Silver/Crystal),,,,,form_change,222 Corsola 太阳珊瑚 太陽珊瑚 サニーゴ Water Rock 2 金/银/水晶 (Gold/Silver/Crystal) form_change
222,0222,Corsola,太阳珊瑚,太陽珊瑚,サニーゴ,Galarian Corsola,ghost,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,form_change,222 Corsola Galarian Corsola 太阳珊瑚 太陽珊瑚 サニーゴ Ghost 2 金/银/水晶 (Gold/Silver/Crystal) form_change
223,0223,Remoraid,铁炮鱼,鐵炮魚,テッポウオ,,water,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,223 Remoraid 铁炮鱼 鐵炮魚 テッポウオ Water 2 金/银/水晶 (Gold/Silver/Crystal)
224,0224,Octillery,章鱼桶,章魚桶,オクタン,,water,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,224 Octillery 章鱼桶 章魚桶 オクタン Water 2 金/银/水晶 (Gold/Silver/Crystal)
225,0225,Delibird,信使鸟,信使鳥,デリバード,,ice,flying,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,225 Delibird 信使鸟 信使鳥 デリバード Ice Flying 2 金/银/水晶 (Gold/Silver/Crystal)
226,0226,Mantine,巨翅飞鱼,巨翅飛魚,マンタイン,,water,flying,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,226 Mantine 巨翅飞鱼 巨翅飛魚 マンタイン Water Flying 2 金/银/水晶 (Gold/Silver/Crystal)
227,0227,Skarmory,盔甲鸟,盔甲鳥,エアームド,,steel,flying,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,227 Skarmory 盔甲鸟 盔甲鳥 エアームド Steel Flying 2 金/银/水晶 (Gold/Silver/Crystal)
228,0228,Houndour,戴鲁比,戴魯比,デルビル,,dark,fire,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,228 Houndour 戴鲁比 戴魯比 デルビル Dark Fire 2 金/银/水晶 (Gold/Silver/Crystal)
229,0229,Houndoom,黑鲁加,黑魯加,ヘルガー,,dark,fire,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mega|form_change,229 Houndoom 黑鲁加 黑魯加 ヘルガー Dark Fire 2 金/银/水晶 (Gold/Silver/Crystal) mega form_change
229,0229,Houndoom,黑鲁加,黑魯加,ヘルガー,Mega Houndoom,dark,fire,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mega|form_change,229 Houndoom Mega Houndoom 黑鲁加 黑魯加 ヘルガー Dark Fire 2 金/银/水晶 (Gold/Silver/Crystal) mega form_change
230,0230,Kingdra,刺龙王,刺龍王,キングドラ,,water,dragon,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,230 Kingdra 刺龙王 刺龍王 キングドラ Water Dragon 2 金/银/水晶 (Gold/Silver/Crystal)
231,0231,Phanpy,小小象,小小象,ゴマゾウ,,ground,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,231 Phanpy 小小象 小小象 ゴマゾウ Ground 2 金/银/水晶 (Gold/Silver/Crystal)
232,0232,Donphan,顿甲,頓甲,ドンファン,,ground,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,232 Donphan 顿甲 頓甲 ドンファン Ground 2 金/银/水晶 (Gold/Silver/Crystal)
233,0233,Porygon2,多边兽Ⅱ,多邊獸Ⅱ,ポリゴン２,,normal,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,233 Porygon2 多边兽Ⅱ 多邊獸Ⅱ ポリゴン２ Normal 2 金/银/水晶 (Gold/Silver/Crystal)
234,0234,Stantler,惊角鹿,驚角鹿,オドシシ,,normal,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,234 Stantler 惊角鹿 驚角鹿 オドシシ Normal 2 金/银/水晶 (Gold/Silver/Crystal)
235,0235,Smeargle,图图犬,圖圖犬,ドーブル,,normal,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,235 Smeargle 图图犬 圖圖犬 ドーブル Normal 2 金/银/水晶 (Gold/Silver/Crystal)
236,0236,Tyrogue,无畏小子,無畏小子,バルキー,,fighting,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,236 Tyrogue 无畏小子 無畏小子 バルキー Fighting 2 金/银/水晶 (Gold/Silver/Crystal)
237,0237,Hitmontop,战舞郎,戰舞郎,カポエラー,,fighting,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,237 Hitmontop 战舞郎 戰舞郎 カポエラー Fighting 2 金/银/水晶 (Gold/Silver/Crystal)
238,0238,Smoochum,迷唇娃,迷唇娃,ムチュール,,ice,psychic,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,238 Smoochum 迷唇娃 迷唇娃 ムチュール Ice Psychic 2 金/银/水晶 (Gold/Silver/Crystal)
239,0239,Elekid,电击怪,電擊怪,エレキッド,,electric,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,239 Elekid 电击怪 電擊怪 エレキッド Electric 2 金/银/水晶 (Gold/Silver/Crystal)
240,0240,Magby,鸭嘴宝宝,鴨嘴寶寶,ブビィ,,fire,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,240 Magby 鸭嘴宝宝 鴨嘴寶寶 ブビィ Fire 2 金/银/水晶 (Gold/Silver/Crystal)
241,0241,Miltank,大奶罐,大奶罐,ミルタンク,,normal,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,241 Miltank 大奶罐 大奶罐 ミルタンク Normal 2 金/银/水晶 (Gold/Silver/Crystal)
242,0242,Blissey,幸福蛋,幸福蛋,ハピナス,,normal,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,242 Blissey 幸福蛋 幸福蛋 ハピナス Normal 2 金/银/水晶 (Gold/Silver/Crystal)
243,0243,Raikou,雷公,雷公,ライコウ,,electric,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,243 Raikou 雷公 雷公 ライコウ Electric 2 金/银/水晶 (Gold/Silver/Crystal)
244,0244,Entei,炎帝,炎帝,エンテイ,,fire,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,244 Entei 炎帝 炎帝 エンテイ Fire 2 金/银/水晶 (Gold/Silver/Crystal)
245,0245,Suicune,水君,水君,スイクン,,water,,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,245 Suicune 水君 水君 スイクン Water 2 金/银/水晶 (Gold/Silver/Crystal)
246,0246,Larvitar,幼基拉斯,幼基拉斯,ヨーギラス,,rock,ground,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,246 Larvitar 幼基拉斯 幼基拉斯 ヨーギラス Rock Ground 2 金/银/水晶 (Gold/Silver/Crystal)
247,0247,Pupitar,沙基拉斯,沙基拉斯,サナギラス,,rock,ground,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,247 Pupitar 沙基拉斯 沙基拉斯 サナギラス Rock Ground 2 金/银/水晶 (Gold/Silver/Crystal)
248,0248,Tyranitar,班吉拉斯,班基拉斯,バンギラス,,rock,dark,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mega|form_change,248 Tyranitar 班吉拉斯 班基拉斯 バンギラス Rock Dark 2 金/银/水晶 (Gold/Silver/Crystal) mega form_change
248,0248,Tyranitar,班基拉斯,班基拉斯,バンギラス,Mega Tyranitar,rock,dark,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mega|form_change,248 Tyranitar Mega Tyranitar 班基拉斯 班基拉斯 バンギラス Rock Dark 2 金/银/水晶 (Gold/Silver/Crystal) mega form_change
249,0249,Lugia,洛奇亚,洛奇亞,ルギア,,psychic,flying,2,金/银/水晶 (Gold/Silver/Crystal),,,,,,249 Lugia 洛奇亚 洛奇亞 ルギア Psychic Flying 2 金/银/水晶 (Gold/Silver/Crystal)
250,0250,Ho-oh,凤王,鳳王,ホウオウ,,fire,flying,2,金/银/水晶 (Gold/Silver/Crystal),239,244,214,verified_cp_case,,250 Ho-oh 凤王 鳳王 ホウオウ Fire Flying 2 金/银/水晶 (Gold/Silver/Crystal)
251,0251,Celebi,时拉比,時拉比,セレビィ,,psychic,grass,2,金/银/水晶 (Gold/Silver/Crystal),,,,,mythical,251 Celebi 时拉比 時拉比 セレビィ Psychic Grass 2 金/银/水晶 (Gold/Silver/Crystal) mythical
252,0252,Treecko,木守宫,木守宮,キモリ,,grass,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,252 Treecko 木守宫 木守宮 キモリ Grass 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
253,0253,Grovyle,森林蜥蜴,森林蜥蜴,ジュプトル,,grass,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,253 Grovyle 森林蜥蜴 森林蜥蜴 ジュプトル Grass 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
254,0254,Sceptile,蜥蜴王,蜥蜴王,ジュカイン,,grass,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,mega|form_change,254 Sceptile 蜥蜴王 蜥蜴王 ジュカイン Grass 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald) mega form_change
254,0254,Sceptile,蜥蜴王,蜥蜴王,ジュカイン,Mega Sceptile,grass,dragon,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,mega|form_change,254 Sceptile Mega Sceptile 蜥蜴王 蜥蜴王 ジュカイン Grass Dragon 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald) mega form_change
255,0255,Torchic,火稚鸡,火稚雞,アチャモ,,fire,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,255 Torchic 火稚鸡 火稚雞 アチャモ Fire 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
256,0256,Combusken,力壮鸡,力壯雞,ワカシャモ,,fire,fighting,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,256 Combusken 力壮鸡 力壯雞 ワカシャモ Fire Fighting 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
257,0257,Blaziken,火焰鸡,火焰雞,バシャーモ,,fire,fighting,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,mega|form_change,257 Blaziken 火焰鸡 火焰雞 バシャーモ Fire Fighting 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald) mega form_change
257,0257,Blaziken,火焰鸡,火焰雞,バシャーモ,Mega Blaziken,fire,fighting,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,mega|form_change,257 Blaziken Mega Blaziken 火焰鸡 火焰雞 バシャーモ Fire Fighting 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald) mega form_change
258,0258,Mudkip,水跃鱼,水躍魚,ミズゴロウ,,water,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,258 Mudkip 水跃鱼 水躍魚 ミズゴロウ Water 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
259,0259,Marshtomp,沼跃鱼,沼躍魚,ヌマクロー,,water,ground,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,259 Marshtomp 沼跃鱼 沼躍魚 ヌマクロー Water Ground 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
260,0260,Swampert,巨沼怪,巨沼怪,ラグラージ,,water,ground,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,mega|form_change,260 Swampert 巨沼怪 巨沼怪 ラグラージ Water Ground 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald) mega form_change
260,0260,Swampert,巨沼怪,巨沼怪,ラグラージ,Mega Swampert,water,ground,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,mega|form_change,260 Swampert Mega Swampert 巨沼怪 巨沼怪 ラグラージ Water Ground 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald) mega form_change
261,0261,Poochyena,土狼犬,土狼犬,ポチエナ,,dark,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,261 Poochyena 土狼犬 土狼犬 ポチエナ Dark 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
262,0262,Mightyena,大狼犬,大狼犬,グラエナ,,dark,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,262 Mightyena 大狼犬 大狼犬 グラエナ Dark 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
263,0263,Zigzagoon,蛇纹熊,蛇紋熊,ジグザグマ,,normal,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,form_change,263 Zigzagoon 蛇纹熊 蛇紋熊 ジグザグマ Normal 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald) form_change
263,0263,Zigzagoon,蛇纹熊,蛇紋熊,ジグザグマ,Galarian Zigzagoon,dark,normal,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,form_change,263 Zigzagoon Galarian Zigzagoon 蛇纹熊 蛇紋熊 ジグザグマ Dark Normal 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald) form_change
264,0264,Linoone,直冲熊,直衝熊,マッスグマ,,normal,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,form_change,264 Linoone 直冲熊 直衝熊 マッスグマ Normal 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald) form_change
264,0264,Linoone,直冲熊,直衝熊,マッスグマ,Galarian Linoone,dark,normal,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,form_change,264 Linoone Galarian Linoone 直冲熊 直衝熊 マッスグマ Dark Normal 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald) form_change
265,0265,Wurmple,刺尾虫,刺尾蟲,ケムッソ,,bug,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,265 Wurmple 刺尾虫 刺尾蟲 ケムッソ Bug 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
266,0266,Silcoon,甲壳茧,甲殼繭,カラサリス,,bug,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,266 Silcoon 甲壳茧 甲殼繭 カラサリス Bug 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
267,0267,Beautifly,狩猎凤蝶,狩獵鳳蝶,アゲハント,,bug,flying,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,267 Beautifly 狩猎凤蝶 狩獵鳳蝶 アゲハント Bug Flying 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
268,0268,Cascoon,盾甲茧,盾甲繭,マユルド,,bug,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,268 Cascoon 盾甲茧 盾甲繭 マユルド Bug 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
269,0269,Dustox,毒粉蛾,毒粉蛾,ドクケイル,,bug,poison,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,269 Dustox 毒粉蛾 毒粉蛾 ドクケイル Bug Poison 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
270,0270,Lotad,莲叶童子,蓮葉童子,ハスボー,,water,grass,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,270 Lotad 莲叶童子 蓮葉童子 ハスボー Water Grass 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
271,0271,Lombre,莲帽小童,蓮帽小童,ハスブレロ,,water,grass,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,271 Lombre 莲帽小童 蓮帽小童 ハスブレロ Water Grass 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
272,0272,Ludicolo,乐天河童,樂天河童,ルンパッパ,,water,grass,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,272 Ludicolo 乐天河童 樂天河童 ルンパッパ Water Grass 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
273,0273,Seedot,橡实果,橡實果,タネボー,,grass,,3,红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald),,,,,,273 Seedot 橡实果 橡實果 タネボー Grass 3 红宝石/蓝宝石/绿宝石 (Ruby/Sapphire/Emerald)
